,2000,3000,5000
1248,2041,3075,5062
1249,2352,3111,5068
1250,2035,3047,5144
1251,2343,3121,5102
1252,2367,3465,5046
1253,2039,3036,5079
1254,2042,3044,5181
1255,2172,3184,5120
1256,2050,3063,5042
1257,2107,3067,5177
1258,2068,3150,5039
1259,2021,3048,5068
1260,2216,3078,5051
1261,2043,3047,5121
1262,2275,3179,5087
1263,2031,3033,5063
1264,2064,3207,5185
1265,2161,3057,5123
1266,2078,3167,5382
1267,2073,3064,5072
1268,2135,3125,5052
1269,2035,3068,5187
1270,2053,3036,5034
1271,2059,3056,5220
1272,2229,3021,5187
1273,2150,3059,5101
1274,2109,3098,5081
1275,2106,3031,5036
1276,2136,3061,5046
1277,2050,3043,5126
1278,2123,3129,5091
1279,2179,3088,5280
1280,2053,3088,5080
1281,2120,3066,5050
1282,2374,3047,5283
1283,2083,3077,5048
1284,2067,3186,5144
1285,2131,3037,5062
1286,2115,3048,5319
1287,2167,3919,5058
1288,2135,3085,5037
1289,2115,3112,5077
1290,2025,3160,5044
1291,2041,3028,5097
1292,2123,3118,5126
1293,2031,3066,5226
1294,2046,3035,5205
1295,2029,3099,5392
1296,2032,3147,5188
1297,2079,3089,5283
1298,2112,3210,5041
1299,2056,3290,5048
1300,2287,3040,5068
1301,2044,3031,5068
1302,2172,3103,5094
1303,2041,3198,5034
1304,2049,3096,5077
1305,2080,3066,5076
1306,2053,3035,5076
1307,2139,3028,5066
1308,2121,3110,5041
1309,2069,3036,5238
1310,2065,3309,5217
1311,2289,3056,5251
1312,2085,3042,5208
1313,2090,3067,5092
1314,2033,3108,5070
1315,2246,3162,5031
1316,2306,3143,5047
1317,2230,3110,5101
1318,2048,3046,5040
1319,2167,3310,5079
1320,2034,3337,5118
1321,2081,3046,5073
1322,2042,3057,5071
1323,2096,3227,5057
1324,2070,3150,5098
1325,2044,3168,5400
1326,2059,3028,5039
1327,2091,3052,5033
1328,2062,3048,5073
1329,2423,3140,5069
1330,2125,3067,5097
1331,2038,3104,5179
1332,2035,3230,5138
1333,2058,3023,5050
1334,2064,3034,5136
1335,2177,3138,5064
1336,2031,3030,5064
1337,2226,3275,5034
1338,2033,3084,5096
1339,2033,3032,5077
1340,2062,3051,5125
1341,2158,3334,5080
1342,2109,3046,5059
1343,2087,3147,5156
1344,2471,3061,5050
1345,2101,3138,5043
1346,2113,3420,5045
1347,2051,3069,5077
1348,2030,3046,5057
1349,2083,3038,5086
1350,2136,3069,5065
1351,2065,3186,5079
1352,2068,3237,5276
1353,2137,3158,5081
1354,2217,3123,5099
1355,2336,3231,5107
1356,2078,3029,5049
1357,2053,3066,5071
1358,2160,3029,5046
1359,2025,3061,5128
1360,2037,3171,5090
1361,2112,3051,5293
1362,2047,3142,5134
1363,2168,3359,5306
1364,2430,3093,5071
1365,2152,3057,5033
1366,2085,3063,5094
1367,2038,3112,5041
1368,2054,3084,5823
1369,2373,3138,5062
1370,2086,3184,5077
1371,2051,3072,5047
1372,2168,3039,5046
1373,2248,3153,5042
1374,2048,3058,5024
1375,2132,3086,5092
1376,2042,3036,5078
1377,2035,3054,5055
1378,2950,3086,5086
1379,2037,3044,5062
1380,2113,3040,5365
1381,2157,3048,5031
1382,2037,3066,5081
1383,2142,3079,5054
1384,2050,3044,5246
1385,2041,3077,5063
1386,2066,3036,5067
1387,2105,3064,5125
1388,2229,3050,5073
1389,2091,3141,5016
1390,2371,3061,5217
1391,2112,3021,5331
1392,2177,3372,5062
1393,2099,3074,5105
1394,2172,3062,5034
1395,2169,3054,5132
1396,2073,3042,5043
1397,2050,3483,5125
1398,2054,3132,5069
1399,2073,3053,5165
1400,2171,3071,5117
1401,2056,3036,5092
1402,2029,3044,5100
1403,2076,3081,5151
1404,2050,3075,5039
1405,2041,3045,5098
1406,2151,3059,5035
1407,2081,3098,5057
1408,2103,3131,5192
1409,2043,3306,5051
1410,2189,3050,5093
1411,2201,3407,5498
1412,2381,3121,5056
1413,2430,3052,5038
1414,2046,3150,5066
1415,2052,3158,5039
1416,2087,3039,5048
1417,2075,3078,5172
1418,2111,3073,5162
1419,2052,3040,5074
1420,2033,3032,5061
1421,2263,3094,5174
1422,2191,3110,5132
1423,2141,3210,5036
1424,2341,3265,5067
1425,2256,3287,5096
1426,2098,3029,5305
1427,2034,3152,5056
1428,2077,3346,5139
1429,2059,3099,5266
1430,2044,3029,5061
1431,2101,3154,5121
1432,2053,3137,5180
1433,2269,3101,5084
1434,2092,3052,5039
1435,2082,3120,5109
1436,2191,3295,5056
1437,2044,3036,5161
1438,2107,3041,5282
1439,2067,3234,5046
1440,2242,3067,5034
1441,2067,3067,5112
1442,2046,3114,5067
1443,2169,3046,5056
1444,2121,3066,5273
1445,2181,3183,5048
1446,2042,3101,5062
1447,2056,3047,5133
1448,2114,3042,5040
1449,2039,3052,5115
1450,2192,3084,5061
1451,2056,3083,5058
1452,2088,3032,5054
1453,2155,3146,5125
1454,2261,3033,5226
1455,2036,3053,5046
1456,2110,3057,5104
1457,2032,3077,5332
1458,2179,3089,5066
1459,2133,3183,5118
1460,2029,3099,5087
1461,2072,3194,5240
1462,2115,3082,5029
1463,2151,3137,5420
1464,2059,3279,5091
1465,2101,3098,5142
1466,2100,3074,5209
1467,2047,3106,5033
1468,2041,3050,5477
1469,2107,3099,5105
1470,2090,3018,5079
1471,2039,3047,5043
1472,2037,3129,5188
1473,2214,3059,5064
1474,2212,3160,5057
1475,2194,3080,5082
1476,2108,3040,5057
1477,2131,3450,5066
1478,2316,3036,5059
1479,2065,3048,5105
1480,2064,3058,5048
1481,2055,3054,5135
1482,2129,3090,5265
1483,2219,3060,5057
1484,2113,3053,5090
1485,2130,3097,5087
1486,2084,3104,5033
1487,2072,3058,5027
1488,2098,3076,5024
1489,2169,3038,5117
1490,2373,3053,5429
1491,2221,3036,5035
1492,2094,3189,5049
1493,2072,3030,5188
1494,2020,3107,5160
1495,2079,3063,5079
1496,2335,3036,5219
1497,2044,3041,5041
1498,2121,3209,5052
1499,2064,3097,5068
1500,2048,3074,5258
1501,2120,3075,5043
1502,2039,3035,5059
1503,2088,3081,5057
1504,2091,3072,5118
1505,2245,3022,5082
1506,2157,3142,5132
1507,2054,3063,5046
1508,2022,3074,5053
1509,2035,3032,5065
1510,2089,3295,5056
1511,2060,3043,5159
1512,2039,3025,5050
1513,2218,3492,5146
1514,2078,3132,5142
1515,2174,3052,5104
1516,2544,3048,5043
1517,2052,3167,5104
1518,2097,3100,5086
1519,2162,3037,5055
1520,2060,3086,5358
1521,2208,3046,5280
1522,2127,3153,5117
1523,2033,3080,5024
1524,2168,3047,5062
1525,2091,3097,5046
1526,2090,3286,5050
1527,2030,3034,5143
1528,2114,3134,5182
1529,2065,3094,5041
1530,2211,3059,5342
1531,2045,3039,5139
1532,2146,3068,5048
1533,2074,3470,5185
1534,2143,3057,5039
1535,2104,3063,5070
1536,2026,3088,5092
1537,2199,3043,5065
1538,2073,3207,5080
1539,2074,3103,5131
1540,2369,3078,5040
1541,2144,3106,5030
1542,2150,3052,5104
1543,2104,3064,5045
1544,2046,3105,5090
1545,2051,3072,5154
1546,2057,3066,5102
1547,2115,3174,5175
1548,2044,3095,5145
1549,2069,3234,5056
1550,2270,3042,5083
1551,2164,3131,5076
1552,2068,3076,5215
1553,2311,3117,5056
1554,2047,3189,5062
1555,2108,3033,5171
1556,2157,3029,5162
1557,2052,3072,5144
1558,2018,3019,5189
1559,2071,3041,5060
1560,2243,3186,5046
1561,2021,3272,5141
1562,2122,3033,5088
1563,2052,3189,5119
1564,2103,3088,5067
1565,2078,3055,5128
1566,2059,3039,5028
1567,2163,3330,5280
1568,2052,3050,5054
1569,2151,3072,5069
1570,2170,3075,5084
1571,2134,3059,5116
1572,2027,3124,5134
1573,2073,3159,5055
1574,2053,3063,5056
1575,2035,3060,5024
1576,2063,3067,5059
1577,2066,3137,5044
1578,2207,3059,5117
1579,2127,3040,5102
1580,2183,3053,5205
1581,2131,3048,5135
1582,2020,3067,5070
1583,2378,3194,5245
1584,2225,3041,5066
1585,2099,3101,5108
1586,2057,3139,5055
1587,2110,3058,5123
1588,2038,3078,5032
1589,2036,3182,5153
1590,2051,3108,5097
1591,2302,3075,5083
1592,2403,3081,5199
1593,2059,3204,5129
1594,2075,3050,5082
1595,2054,3029,5083
1596,2073,3113,5420
1597,2040,3132,5133
1598,2038,3150,5132
1599,2075,3225,5038
1600,2089,3051,5053
1601,2025,3340,5259
1602,2040,3043,5264
1603,2076,3044,5135
1604,2055,3084,5048
1605,2045,3072,5071
1606,2036,3054,5050
1607,2031,3031,5236
1608,2138,3115,5194
1609,2062,3052,5050
1610,2225,3053,5107
1611,2033,3040,5213
1612,2039,3076,5030
1613,2069,3074,5037
1614,2031,3021,5091
1615,2178,3069,5056
1616,2046,3044,5491
1617,2229,3031,5700
1618,2032,3053,5082
1619,2028,3175,5102
1620,2076,3172,5102
1621,2054,3094,5120
1622,2034,3546,5059
1623,2061,3132,5048
1624,2141,3053,5116
1625,2041,3020,5044
1626,2194,3030,5088
1627,2255,3031,5037
1628,2096,3108,5253
1629,2225,3106,5028
1630,2088,3036,5084
1631,2156,3135,5141
1632,2114,3078,5078
1633,2072,3075,5060
1634,2104,3035,5114
1635,2051,3023,5207
1636,2059,3048,5197
1637,2055,3054,5335
1638,2093,3180,5059
1639,2036,3058,5108
1640,2134,3187,5068
1641,2079,3034,5057
1642,2215,3063,5034
1643,2119,3183,5055
1644,2095,3085,5131
1645,2094,3075,5221
1646,2374,3253,5058
1647,2315,3060,5249
1648,2123,3039,5103
1649,2085,3078,5135
1650,2113,3082,5144
1651,2108,3075,5038
1652,2197,3315,5061
1653,2062,3225,5214
1654,2069,3038,5095
1655,2050,3135,5030
1656,2055,3059,5047
1657,2083,3107,5035
1658,2049,3139,5061
1659,2145,3049,5065
1660,2065,3054,5083
1661,2077,3044,5035
1662,2079,3042,5046
1663,2067,3147,5053
1664,2080,3036,5065
1665,2050,3303,5149
1666,2069,3200,5114
1667,2123,3063,5054
1668,2038,3090,5054
1669,2066,3103,5017
1670,2087,3091,5030
1671,2032,3614,5037
1672,2076,3077,5198
1673,2069,3077,5160
1674,2035,3062,5069
1675,2119,3368,5042
1676,2072,3047,5062
1677,2059,3160,5093
1678,2315,3209,5060
1679,2040,3049,5173
1680,2095,3082,5281
1681,2197,3017,5164
1682,2066,3086,5029
1683,2044,3074,5084
1684,2057,3028,5045
1685,2093,3058,5084
1686,2060,3152,5104
1687,2054,3214,5026
1688,2024,3017,5077
1689,2062,3105,5139
1690,2052,3086,5057
1691,2087,3356,5064
1692,2078,3042,5117
1693,2166,3030,5167
1694,2049,3029,5084
1695,2097,3114,5044
1696,2031,3048,5299
1697,2565,3189,5239
1698,2032,3047,5043
1699,2144,3014,5128
1700,2197,3049,5047
1701,2039,3335,5201
1702,2133,3095,5094
1703,2057,3025,5060
1704,2270,3270,5085
1705,2064,3053,5062
1706,2034,3033,5111
1707,2100,3033,5110
1708,2076,3062,5059
1709,2413,3029,5130
1710,2045,3031,5026
1711,2077,3128,5144
1712,2042,3099,5033
1713,2027,3051,5581
1714,2038,3049,5070
1715,2223,3075,5125
1716,2032,3052,5032
1717,2074,3123,5174
1718,2031,3050,5073
1719,2035,3092,5119
1720,2144,3062,5096
1721,2137,3043,5372
1722,2064,3085,5135
1723,2070,3059,5076
1724,2378,3271,5064
1725,2126,3079,5138
1726,2880,3066,5062
1727,2037,3286,5079
1728,2116,3081,5252
1729,2057,3044,5073
1730,2038,3024,5070
1731,2030,3174,5043
1732,2105,3093,5037
1733,2381,3050,5231
1734,2027,3045,5028
1735,2040,3159,5038
1736,2053,3064,5074
1737,2061,3038,5323
1738,2048,3120,5044
1739,2039,3117,5052
1740,2049,3025,5046
1741,2047,3038,5241
1742,2042,3033,5104
1743,2160,3106,5047
1744,2131,3144,5085
1745,2029,3094,5051
1746,2040,3036,5109
1747,2057,3095,5110
1748,2039,3029,5029
1749,2042,3190,5023
1750,2049,3071,5086
1751,2412,3251,5039
1752,2035,3400,5067
1753,2537,3169,5026
1754,2068,3046,5053
1755,2053,3090,5159
1756,2047,3045,5151
1757,2053,3172,5070
1758,2042,3154,5041
1759,2022,3035,5102
1760,2112,3132,5179
1761,2111,3056,5226
1762,2040,3050,5080
1763,2036,3276,5093
1764,2106,3085,5135
1765,2166,3152,5395
1766,2052,3042,5046
1767,2049,3034,5112
1768,2082,3130,5129
1769,2034,3032,5056
1770,2042,3139,5045
1771,2042,3249,5035
1772,2075,3027,5068
1773,2041,3055,5074
1774,2208,3118,5078
1775,2044,3148,5273
1776,2286,3076,5027
1777,2090,3101,5053
1778,2203,3052,5203
1779,2048,3148,5080
1780,2056,3176,5025
1781,2202,3066,5032
1782,2054,3113,5052
1783,2292,3051,5182
1784,2205,3130,5076
1785,2032,3077,5027
1786,2052,3110,5052
1787,2066,3051,5277
1788,2101,3045,5107
1789,2046,3142,5050
1790,2044,3046,5071
1791,2128,3047,5047
1792,2065,3048,5219
1793,2209,3047,5193
1794,2042,3099,5464
1795,2047,3144,5026
1796,2422,3078,5058
1797,2129,3023,5086
1798,2231,3573,5188
1799,2060,3113,5053
1800,2049,3124,5031
1801,2219,3075,5276
1802,2119,3064,5143
1803,2123,3035,5303
1804,2300,3035,5108
1805,2129,3049,5080
1806,2071,3037,5059
1807,2295,3066,5031
1808,2190,3138,5041
1809,2192,3032,5029
1810,2169,3112,5175
1811,2441,3086,5075
1812,2061,3214,5137
1813,2062,3100,5076
1814,2032,3068,5055
1815,2075,3127,5153
1816,2036,3254,5051
1817,2059,3061,5184
1818,2071,3090,5401
1819,2033,3053,5102
1820,2253,3034,5134
1821,2240,3256,5244
1822,2165,3052,5038
1823,2153,3073,5047
1824,2045,3038,5094
1825,2071,3054,5151
1826,2189,3102,5092
1827,2067,3071,5063
1828,2080,3147,5074
1829,2108,3165,5020
1830,2082,3094,5065
1831,2034,3064,5095
1832,2124,3049,5025
1833,2249,3085,5036
1834,2119,3188,5034
1835,2033,3071,5107
1836,2051,3045,5133
1837,2140,3136,5344
1838,2167,3070,5140
1839,2044,3806,5080
1840,2142,3051,5029
1841,2024,3175,5326
1842,2110,3077,5065
1843,2030,3067,5203
1844,2063,3057,5099
1845,2140,3092,5141
1846,2067,3020,5057
1847,2048,3037,5035
1848,2058,3040,5191
1849,2172,3092,5263
1850,2034,3098,5102
1851,2244,3064,5098
1852,2161,3045,5231
1853,2115,3058,5058
1854,2049,3055,5129
1855,2072,3038,5043
1856,2153,3024,5063
1857,2033,3031,5075
1858,2223,3066,5117
1859,2065,3095,5199
1860,2055,3155,5054
1861,2069,3089,5110
1862,2065,3071,5105
1863,2034,3096,5070
1864,2030,3215,5113
1865,2101,3077,5382
1866,2071,3044,5556
1867,2069,3188,5070
1868,2087,3045,5116
1869,2052,3063,5147
1870,2217,3075,5058
1871,2099,3040,5059
1872,2020,3100,5043
1873,2060,3023,5148
1874,2292,3048,5164
1875,2035,3039,5554
1876,2088,3284,5242
1877,2204,3078,5399
1878,2243,3175,5029
1879,2232,3123,5022
1880,2036,3059,5051
1881,2125,3059,5108
1882,2207,3077,5260
1883,2338,3332,5182
1884,2042,3127,5102
1885,2107,3224,5131
1886,2079,3143,5083
1887,2208,3027,5060
1888,2030,3054,5055
1889,2031,3114,5205
1890,2046,3057,5072
1891,2039,3161,5081
1892,2070,3051,5028
1893,2128,3081,5047
1894,2120,3076,5218
1895,2048,3036,5026
1896,2049,3030,5033
1897,2022,3067,5079
1898,2065,3148,5073
1899,2076,3030,5162
1900,2031,3249,5057
1901,2153,3069,5066
1902,2042,3029,5155
1903,2079,3067,5055
1904,2051,3038,5108
1905,2184,3141,5094
1906,2037,3190,5120
1907,2059,3054,5119
1908,2224,3128,5473
1909,2049,3185,5088
1910,2077,3098,5131
1911,2035,3175,5041
1912,2044,3075,5023
1913,2249,3058,5034
1914,2126,3075,5221
1915,2037,3039,5247
1916,2119,3050,5023
1917,2079,3212,5030
1918,2116,3143,5069
1919,2151,3047,5053
1920,2056,3216,5114
1921,2035,3044,5227
1922,2131,3067,5176
1923,2050,3048,5042
1924,2066,3032,5060
1925,2074,3206,5039
1926,2067,3062,5036
1927,2089,3072,5042
1928,2094,3037,5049
1929,2129,3157,5050
1930,2111,3045,5020
1931,2039,3087,5175
1932,2118,3077,5088
1933,2037,3142,5335
1934,2075,3056,5142
1935,2081,3175,5034
1936,2052,3047,5232
1937,2082,3030,5072
1938,2231,3042,5022
1939,2133,3186,5073
1940,2411,3132,5123
1941,2161,3389,5099
1942,2091,3308,5035
1943,2191,3102,5273
1944,2029,3065,5029
1945,2029,3128,5142
1946,2098,3028,5159
1947,2093,3036,5161
1948,2055,3313,5044
1949,2034,3044,5096
1950,2070,3056,5054
1951,2190,3182,5065
1952,2055,3153,5037
1953,2049,3065,5093
1954,2089,3039,5104
1955,2032,3172,5145
1956,2302,3112,5047
1957,2076,3020,5064
1958,2061,3031,5073
1959,2152,3747,5046
1960,2114,3047,5051
1961,2037,3102,5312
1962,2271,3201,5083
1963,2040,3148,5170
1964,2071,3114,5072
1965,2030,3206,5117
1966,2054,3048,5063
1967,2252,3034,5055
1968,2119,3080,5096
1969,2029,3340,5243
1970,2081,3064,5075
1971,2038,3136,5237
1972,2088,3157,5100
1973,2047,3165,5155
1974,2094,3200,5264
1975,2082,3107,5172
1976,2072,3056,5018
1977,2041,3110,5045
1978,2148,3454,5284
1979,2077,3153,5066
1980,2070,3034,5038
1981,2029,3073,5029
1982,2159,3066,5045
1983,2039,3029,5135
1984,2083,3240,5052
1985,2076,3049,5324
1986,2097,3167,5166
1987,2092,3194,5070
1988,2047,3123,5131
1989,2031,3124,5050
1990,2022,3096,5086
1991,2036,3170,5150
1992,2157,3167,5124
1993,2063,3112,5017
1994,2076,3031,5063
1995,2133,3044,5061
1996,2211,3224,5044
1997,2064,3033,5060
1998,2102,3056,5072
1999,2330,3082,5176
